id_registro,programa,anio_convocatoria,convocatoria,variante_convocatoria,expediente,codigo_expediente,numero_expediente,nif,razon_social,titulo_proyecto,puntuacion,subvencion_eur,moneda,importe_original,decimales_importe_fuente,nivel_importe,rol_entidad_en_fuente,estado_en_fuente,aplicacion_presupuestaria,financiacion_mencionada,fecha_resolucion_publicacion_ayudas,fecha_publicacion_boe,referencia_boe,fuente_tipo,fuente_url,fuente_indice_url,pagina_fuente,tabla_fuente,fila_fuente,orden_fuente,fuente_sha256,fecha_consulta,metodo_extraccion,estado_conciliacion_convocatoria,observaciones,coste_total_eur,solicitado_eur,subvencionable_eur,comunidad_autonoma
AEI-64b16dcf5c95fec2ce9e,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-3,010700,3,G47488606,FORO DE AUTOMOCIÓN DE CASTILLA Y LEÓN,,,30285.00,EUR,"30.285,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,12,11,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-1563809874baae0a4c06,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-3,010700,3,G36983575,FUNDACIÓN CLUSTER DE AUTOMOCIÓN Y MOVILIDAD DE GALICIA (CEAGA),,,30099.00,EUR,"30.099,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,13,12,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-19c24059f11187262d6b,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-3,010700,3,B98939697,Tecnology Solutions Experts SL,,,58218.00,EUR,"58.218,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,14,13,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-51435d5a0fb558736ba2,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-3,010700,3,B98844251,WonderBits Digital Solutions S.L.,,,62028.00,EUR,"62.028,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,15,14,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-534af42a5ff64e13a47e,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-3,010700,3,B65650566,"CONTENEDORES Y PROCESOS, S.L.U.",,,39238.00,EUR,"39.238,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,16,15,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-73f2510266a4ecad8cd4,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-3,010700,3,B46680823,AGFRA SL,,,53168.00,EUR,"53.168,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,17,16,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-dfef642259d3f0d7eb13,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-3,010700,3,B36898104,Optare Solutions S.L.,,,50112.00,EUR,"50.112,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,18,17,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-003b363bc1088c817003,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-3,010700,3,B09598012,INERTIM RESEARCH S.L.,,,55305.00,EUR,"55.305,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,19,18,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-05f912942cb33235bb4c,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-3,010700,3,G97423636,ASOCIACIÓN VALENCIANA DE LA INDUSTRIA DE LA AUTOMOCIÓN,,,31686.00,EUR,"31.686,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,20,19,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-55f9dcc85fc1bdfcf3a8,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-3,010700,3,G99252918,ASOCIACIÓN CLUSTER DE AUTOMOCIÓN DE ARAGÓN (CAAR),,,30345.00,EUR,"30.345,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,21,20,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-5d450427247debde3f72,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-5,010700,5,G99252918,ASOCIACIÓN CLUSTER DE AUTOMOCIÓN DE ARAGÓN (CAAR),,,36306.00,EUR,"36.306,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,22,21,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-fd0b7eb5d7c03bfa8113,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-5,010700,5,G97423636,ASOCIACIÓN VALENCIANA DE LA INDUSTRIA DE LA AUTOMOCIÓN,,,30189.00,EUR,"30.189,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,23,22,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-737398a1365a03671da0,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-5,010700,5,G66028978,ASSOCIACIO CLUSTER DE LA INDUSTRIA D'AUTOMOCIO DE CATALUNYA (CIAC),,,30600.00,EUR,"30.600,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,24,23,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-a87b401f153835fb955e,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-5,010700,5,G47488606,FORO DE AUTOMOCIÓN DE CASTILLA Y LEÓN,,,30357.00,EUR,"30.357,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,25,24,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-c026ce876f4053eae1e4,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-5,010700,5,G39605605,ASOCIACIÓN FORO DE AUTOMOCIÓN DE CANTABRIA GRUPO DE INICIATIVAS REGIONALES DE AUTOMOCIÓN GIRA,,,30015.00,EUR,"30.015,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,26,25,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-705fcc61c646aa055d42,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-5,010700,5,G36983575,FUNDACIÓN CLUSTER DE AUTOMOCIÓN Y MOVILIDAD DE GALICIA (CEAGA),,,30222.00,EUR,"30.222,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,27,26,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-f1b39476a277414993db,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-5,010700,5,G28478725,ASOCIACIÓN ESPAÑOLA DE PROVEEDORES DE AUTOMOCIÓN - SERNAUTO,,,29841.00,EUR,"29.841,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,28,27,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-be4ff0659c0a5e97c373,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-5,010700,5,G26454272,AGRUPACIÓN EMPRESARIAL INNOVADORA AEI DEL SECTOR DE AUTOMOCIÓN EN LA RIOJA,,,30057.00,EUR,"30.057,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,29,28,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-f4df0bf7c3823c528a8f,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-5,010700,5,B95951166,"BIRZIPLASTIC, S.L.",,,50094.00,EUR,"50.094,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,30,29,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-08fc0b0486d3c2e69bb0,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-5,010700,5,B66488149,"MILLOR ENERGY SOLUTIONS, S.L.",,,66540.00,EUR,"66.540,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,31,30,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-273ecaa296d622c0cd18,Agrupaciones Empresariales Innovadoras (AEI),2025,2025 RETOS,RETOS,AEI-010700-2025-5,010700,5,B56648223,LK MOBILITY S.L.,,,48222.00,EUR,"48.222,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Retos-2025/Documents/Listado_Ayudas_Concedidas_Beneficiario.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,32,31,9bfbccc80222e53239ef7ff9093f293eff508bb9904ad311f6ea84d658f232ea,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
